job_role,title,description,tags,new_title
<br/>
<br/>-  Responsible for designing, developing, testing, tuning and building a large-scale data processing system 
<br/>
<br/>-  Troubleshoot and develop on Hadoop technologies including HDFS, Hive, HBase, Phoenix, Spark, Scala, Map Reduce and Hadoop ETL development via tools such as Talend 
<br/>
<br/>-  Must have strong knowledge on Hadoop security components like Kerberos, SSL, and Encryption using TDE etc. 
<br/>
<br/>-  Ability to engage in senior-level technology discussions.  
<br/>
<br/>-  The ideal candidate is pro-active, shows an ability to see the big picture and can prioritize the right work items in order to optimize the overall team output. 
<br/>
<br/>- Should have worked in agile environments and good to have exposure to Devops 
<br/>
<br/>-  Excellent oral and written communications skills 
<br/>
<br/>-  Hadoop Certified Developer/Architect will have added advantage 
<br/>
<br/>-  Should be able to benchmark systems, analyze system bottlenecks and propose solutions to eliminate them 
<br/>
<br/>-  Should be able to clearly articulate pros and cons of various technologies and platforms 
<br/>
<br/>-  Should be able to document use cases, solutions and recommendations 
<br/>
<br/>-  Must have good knowledge on third party tools supporting big data 
<br/>
<br/>-  Must possess good knowledge on NoSQL database systems</p>","['Data Architect', 'Big Data', 'Solution Design', 'Solution Architect']",cloud native big data architect yrs

cloud,Cloud Solution Architect - Infrastructure Domain - IT (12-25 yrs),"<p><p><p></p><p>We have a leadership opportunity for Cloud Solution Architect - Infrastructure with one of our client for Bangalore/Mumbai location.<br/><br/>Job Description:<br/><br/>- Understand the business objectives of the requirement, cost implications, scalability and performance requirements, security and compliance need and be able to analyze & design a suitable cloud model such as IaaS/PaaS/SaaS<br/><br/>- Be responsible for designing target platform architecture on cloud(AWS, Azure). Experience architecting solutions in at least one of the public cloud platforms - Azure, AWS.<br/><br/>- Understand the technical, financial, organizational requirements/constraints of enterprise customers and work closely with multiple teams to lead cloud-enabled solutions.<br/><br/>- Envision and architect new innovative solutions on/across cloud platforms like AWS, Azure, other private/public IaaS/PaaS platforms<br/><br/>- Evaluate various cloud providers and put together a well-designed & optimum cloud architecture that meets the business requirement.<br/><br/>- Ability to keep us with the latest technology trends in Cloud computing areas<br/><br/>- Excellent written & communication skills. Be able to participate in client presentations & orals for proposal defense etc.<br/><br/>Skills : <br/><br/>- Ability to explain the security and compliance capabilities of AWS/Azure and define client-specific solutions<br/><br/>- Understand the integration and customization requirements with cloud providers<br/><br/>- Experience in envisioning new solutions and defending complex architectures<br/><br/>- Experience in defining approach and migrating workloads to a private or public IaaS provider.<br/><br/>- Deep experience in at least one of these - infrastructure architecture, web application architecture, data architecture, integration architecture and excellent understanding in others. Good understanding of the networking aspects on cloud, defining network security groups, policies, configuring load balancers, application gateways<br/><br/>- Ability to define an appropriate Disaster Recovery strategy on cloud<br/><br/>- Understanding of hybrid IT situations - that combine on-premise IT capabilities with Cloud IT capabilities.<br/><br/>- Understanding of how support/operations of public-cloud based workloads are performed and build solutions for the same<br/><br/>- Ability to define & build a roadmap for Cloud transformation journey for clients<br/><br/>- Ability to define& build a DevOps roadmap<br/><br/>- Implementation experience on using docker containers & kubernetes orchestrations<br/></p><p></p></p></p>","['Solution Architect', 'IT Infrastructure', 'Technical Architect', 'Data Architect', 'IT Transformation']",cloud solution architect infrastructure domain yrs

cloud,Cloud Security Architect (11-16 yrs),"<p><p>We have an opportunity for a Cloud Security Architect for one of our client.<br><br>Responsibilities:<br><br>- Design, build and implement enterprise-class security systems for a production SaaS environment<br><br>- Identify security design gaps in existing and proposed architectures and recommend changes or enhancements<br><br>- Contribute collaborate, and Improve with other Cloud Security team members across the broad spectrum security programs, such as Threat &amp; Vulnerability Management, Security Incident Response, Data Protection, SOC engineering<br><br>- Investigate emerging threats and adjust security programs to address them<br><br>- Research next generation security tools and technologies. Work with other teams to operationalize to enhance the effectiveness of preventive and detective security controls.<br><br>- Build and develop the team by mentoring team members<br><br>Requirements:<br><br>- 10+ years-  IT security experience - Experience with enterprise architecture and working as part of a cross-functional team to implement solutions<br><br>- Experience performing threat modeling and design reviews to assess security implications and requirements for introduction of new tools, features and technologies.<br><br>- Experience with assessment, development, implementation, optimization, and documentation of a comprehensive and broad set of security technologies and processes (Data protection, cryptography, key management, identity and access management (IAM), and network security) within SaaS, IaaS and other cloud environments.<br><br>- Experience with deployment orchestration, automation, and security configuration management (Jenkins, Puppet, Chef, etc.) preferred.<br><br>- 5 years-  experience with AWS cloud platform. Experience with Azure is a plus.<br><br>- Experience architecting solutions within Amazon Web Services (AWS), Open Stack based cloud environment and other virtualized and software defined system and network platforms<br><br>- Significant experience in developing and deploying SIEM ( Splunk), IAM, PKI, IDS/IPS, Host Monitoring<br><br>- Familiarity and experience with standards frameworks - ISO, NIST, ITIL, PCI etc.<br><br>- Excellent client relations, people management, and technical leadership skills; excellent written and verbal communication skills<br><br>- Ability to work in a high pressure, fast paced environment with rapidly shifting priorities; ability to learn new technology and concepts quickly<br><br>- Ability to effectively engage and communicate as directed with a variety of audiences both technical and non-technical staff<br><br>- Industry specific certifications preferred  (CISSP, AWS, etc.)<br></p></p>","['IT Security', 'Solution Design', 'Solution Architect']",cloud security architect yrs

cloud,Senior Product Manager/Product Manager - SaaS/Cloud (6-8 yrs),"<p>Senior Product Manager/Product Manager - SaaS/Cloud 
<br/>
<br/>Exceptional problem solver : Able to design sound (and simple whenever possible) solutions to complex problems, including the ability to work from scratch
<br/>
<br/>Fast learner :  Ability to step in and develop working knowledge of a technology in a less than average amount of time
<br/>
<br/>Self starter : Motivation, work ethic and ambition to distinguish one's self are key
<br/>
<br/>Business acumen : Ability to think for one's self and make wise decisions without excessive hand-holding
<br/>
<br/>Genuine Interest in Technology : Desire to be on the cutting edge of cloud-based technologies
<br/>
<br/>Genuine Interest in Business Applications : The enterprise software space is exciting, but vast.</p>","['IT Product Management', 'SaaS']",senior product manager product manager saas cloud yrs

business analyst,Business Analyst - Corporate Strategy & Planning - Conglomerate  (3-5 yrs),"<p>Our client is one of the leading business conglomerate, headquartered in Chennai. The Group has multiple business units, across major industries including Agriculture, Engineering, financial services and other business, looking to hire Business Analyst for Corporate Strategy and Planning division for couple of their business sectors based in Chennai.
<br/>
<br/>Business Analyst role reports Sector Lead, will be responsible for supporting in review of financial performance, annual business plans and growth strategies of the assigned business.
<br/>
<br/>Primary Responsibilities
<br/>
<br/> - Continuous monitoring and reporting of financial performance of business on a monthly/quarterly/annual basis
<br/>
<br/> - Periodic review reports on - annual Business plan, quarterly Peer reviews, long term growth strategy reviews, CAPEX reviews
<br/>
<br/> - Critically evaluate and review investment proposals including JV, Mergers & Acquisitions, divestiture and other growth initiatives of the assigned business
<br/>
<br/> - Facilitate business in setting performance measures for balance scorecards through insights and outside-in perspectives
<br/>
<br/> - Interpret local and global market developments and give insights on the business impact
<br/>
<br/> - Prepare presentations for senior management
<br/>
<br/> - Carry-out data based inquiries with market research firms and consultancies to gather necessary information
<br/>
<br/> - Work on cross-sector projects
<br/>
<br/> - Attend events such as conferences, seminars, to keep self-updated
<br/>
<br/> - Knowledge-sharing with team members/colleagues
<br/>
<br/>Desired Profile
<br/>
<br/> - CA / MBA from Premier Institution
<br/>
<br/> - 3+ years of work experience in research and data analysis
<br/>
<br/> Role based in Chennai.</p>","['Business Analysis', 'Corporate Strategy', 'Research']",business analyst corporate strategy planning conglomerate yrs

business analyst,CareStack - Senior Product Manager/Business Analyst (4-10 yrs),"<p><p><p><p>About Us<br/><br/>Good Methods Global Inc. is a global healthcare technology company. Our mission is to improve the way healthcare is being delivered to patients around the world. Our flagship product CareStack- is a powerful practice management solution in the cloud for large healthcare practices.<br/><br/>CareStack - currently empowers large dental groups as an all-in-one solution to increase productivity, minimize costs and improve patient dental care.<br/><br/>We are constantly seeking to engage with passionate people with a high degree of personal accountability and an intense passion for building healthcare solutions that make a global impact. Good Method Global is backed by Accel Partners, one of the largest VC funds in Silicon Valley and India, having backed other successful technology startups like Facebook, Dropbox, Flipkart, and Freshdesk.<br/><br/>Why join Us?<br/><br/>- You will be proud of being part of a team that is revolutionizing dentistry in US<br/><br/>- We pay people well and have great perks and benefits to enhance the quality of life for our employees<br/><br/>- We enable our employees with challenging opportunities to scale towards positions responsible for organizational planning and decision making.<br/><br/>Responsibilities<br/><br/>- Be responsible for identifying problems or inefficiencies in systems/processes for CareStack customers and conceptualizing solutions for the same<br/><br/>- Interacting with a variety of business stakeholders, users, and engineering team as a cross-functional liaison.<br/><br/>- Initiate, facilitate and participate in fact-finding, green-field discussions and implementation planning meetings.<br/><br/>- Analyze business problems and processes, and work with business subject matter experts to define and document business requirements.<br/><br/>- The business analyst should be able to extract and document explicit, implicit, and nonfunctional requirements.<br/><br/>- Documenting detailed requirements into a company chosen tool and aligning the documented requirements to customer business needs.<br/><br/>- Own requirements and be the single point of contact on requirements from a system standpoint.<br/><br/>- Collaborate and respond to requirements/questions raised by developers, testers, and architects.<br/><br/>- Work with testing team to ensure that test cases conform to user acceptance criteria.<br/><br/>- Should have excellent time management skills and can work on multiple initiatives/requests, understand priorities and deliver.<br/><br/>Skills and Qualifications<br/><br/>- 4-10 years of experience in technology with experience being in requirements management, product management or project management functions<br/><br/>- Bachelor's degree in Computer Science, Information Systems, Engineering or a related field. MBA is preferred.<br/><br/>- Good understanding of SaaS platforms, preferably vertical SaaS and B2B applications.<br/><br/>- Strong experience in Agile methodology is a plus.<br/><br/>- Strong analytical skills and common sense.<br/><br/>- Excellent communication and articulation skills. The ability to articulate clearly to stakeholders/technology workforce is the key to success for this position. Ability to create and maintain good rapport with other team members.</p></p></p></p>","['IT Product Management', 'IT Business Analyst', 'IT Project Management', 'SaaS']",carestack senior product manager business analyst yrs

business analyst,Technology Frontiers - Business Analyst/Financial Analyst (4-8 yrs),"<p>We are looking for a FEMALE BUSINESS / FINANCIAL ANALYST with 04 to 08 Yrs Exp with qualification of CA / ICWA / MBA (Finance) / 
<br/>
<br/>Note: 
<br/>
<br/>- WE ARE ONLY LOOKING FOR FEMALE BUSINESS  / FINANCIAL ANALYST. ANY APPLICATIONS FROM MALE CANDIDATES WILL NOT BE CONSIDERED
<br/>
<br/>- SHOULD BE WILLING TO RELOCATE TO CHENNAI
<br/>
<br/>Reporting to Managing Director cum CEO
<br/>
<br/>Job Description:
<br/>
<br/>- Candidate have to assist MD cum CEO in his business activities in terms of  doing detailed analytics in terms of Business & Finance, Finance Planning & Analysis, Business Analysis, Collection of Datas, Gap Analysis, Sharing the datas among the Global and Group heads, Collection of datas from the various heads and updating MD, Client Relation, Proposal writings, Bids, Preparing Power Point Presentations, etc
<br/>
<br/>Who can also have the ability to work independently on projects, from Conception to Completion
<br/>
<br/>- Organizes and coordinates executive outreach and external relations efforts; and oversees special projects.
<br/>
<br/>- An Entrepreneurial spirit/drive to execute quickly with the simultaneous ability to navigate geographical barriers.
<br/>
<br/>- Strong organizational, Problem-solving, Inter-personal and Communication skills  
<br/>
<br/>- Strong executive presence and inspirational leadership qualities is a must 
<br/>
<br/>Experience: 4 to 8 yrs
<br/>
<br/>Qualification: CA / ICWA / MBA (Finance) / B.E with MBA
<br/>
<br/>Location: Chennai</p>","['Business Analysis', 'Financial Research', 'Financial Analysis', 'Variance Analysis', 'Financial Planning', 'Financial Planning', 'CA', 'ICWA']",technology frontiers business analyst financial analyst yrs

business analyst,Senior Business Analyst - BSG & Master Data - FMCG/Healthcare  (4-8 yrs),"<p><p></p><p></p><p>Role Purpose:<br><br>The Senior Business Analyst is a part of the Delivery Hub in the IS Transformation team, a team responsible for the delivery of Corporate Continuous Improvement (CI), medium-sized projects and Major Programmes. The team provides expertise in the IT systems landscape and includes: Functional Experts; Technical Specialists; cross-business skilled Project Managers; Technical Project Managers; Business Analysts and Integration Competency Centre (ICC). There are also Change/Comms specialists and a Portfolio Management Office (PMO) to support delivery.<br><br>The role is responsible for the governance and enforcement of standardised solutions for projects, programme and continuous improvement initiatives related to BSG &amp; Master Data within company. <br><br>The role reports to the IS Manager - R&amp;D/BSG &amp; Master Data, to support the development of processes and template standards for changes to BSG &amp; Master Data solutions. The role is responsible for governing and enforcing these processes and standards during the lifecycle of BSG &amp; Master Data IS change projects, infrastructure &amp; network changes, major programme or continuous improvement activity. The resource also supports the Business Relationship Managers (BRMs) in the Functional Relationship Management team during business case stages. <br><br>Scope of Responsibilities:</p><p><br>Template Management and Solution Delivery support</p><p><br>- Support the development of a blueprint to achieve standardised BSG &amp; Master Data solutions within company to simplify the change process going forward<br><br></p><p>- Govern and enforce the standardised solutions for projects, programmes and continuous improvement initiatives related to the BSG &amp; Master Data solutions within company.<br><br></p><p>- Support the Global Systems Lead in identifying opportunities to streamline, consolidate or simplify the BSG &amp; Master Data systems landscape<br><br></p><p>- Advise and support the BRDs during the business case definition stage to ensure standardisation is maintained<br><br></p><p>- Support Business Analysts during business requirements capture to ensure that standardisation will not be&nbsp;</p><p>compromised by the change<br><br></p><p>- Where required, work with delivery partners to ensure that any functional designs they are delivering are in line with standardised templates<br><br></p><p>- Where required, support delivery partners with the testing phase to ensure that change has been implemented to the correct standardised template as advised.<br><br>Accountabilities<br><br>- Ensure consistency, standardisation and optimisation of BSG &amp; Master Data across company.<br><br>Skills/Experiences<br><br>Essential<br><br>- Proven track record of expertise in a suite of BSG &amp; Master Data solutions e.g. Informatica, Orchestra Networks <br><br></p><p>- Experience of working with and influencing senior stakeholders to balance business needs with IS standards and processes<br><br></p><p>- Enthusiastic about the use of technology, with a proven ability to provide a communication - bridge- between the business and technologists<br><br></p><p>- Extensive experience of working in a mixed Waterfall and Agile delivery environment<br><br></p><p>- Experience of supporting complex change and / or multi-disciplinary projects<br><br></p><p>- Able to build and maintain strong and effective relationships<br><br></p><p>- Effective time management and organisational skills<br><br></p><p>- Critical thinker and ability to demonstrate logical approach to problem solving<br><br></p><p>- Strong negotiation and influencing skills particularly at senior levels of an organisation<br><br></p><p>- Able to prioritise work and balance competing demands<br><br></p><p>- Able to deal with conflict and mediate <br><br></p><p>- Able to deal with ambiguity and cope with change.<br><br>Desirable<br><br>- Experience of working within FMCG and Healthcare sector.<br><br>Technical / Professional Qualifications:<br><br>Essential<br><br>- Educated in Business discipline or Computer Science to degree level, or equivalent experience<br><br></p><p>- Expertise in suite of BSG &amp; Master Data systems e.g. Informatica, Orchestra Networks <br><br></p><p>- Enterprise Architecture frameworks e.g. TOGAF, Zachman<br><br></p><p>- Agile software development methodologies e.g. Scrum, DSDM, XP, FDD, SAFe<br><br></p><p>- Microsoft Office Suite to Proficient level.<br><br>Desirable<br><br>- Program and Project Management qualifications e.g. Prince2, PMI PMP<br><br></p><p>- ITIL V3 to Intermediate level.<br><br>Personal Attributes<br><br>- Achievement focused and able to work in a direct and often pressurised environment <br><br></p><p>- Entrepreneurial and tenacious mindset <br><br></p><p>- Approachable in nature and confident in own abilities <br><br></p><p>- Exhibits an attention to detail <br><br></p><p>- Comfortable in challenging the status quo <br><br></p><p>- Exhibits high standards of integrity <br><br></p><p>- Strives for continual improvement.</p><p></p><p></p></p>","['IT Jobs in FMCG', 'IT Jobs in Healthcare', 'Master Data Management', 'IT Business Analyst', 'Agile', 'ITIL', 'PMP']",senior business analyst bsg master data fmcg healthcare yrs

business analyst,Senior Business Analyst/Business Analyst - Anaplan - Global Planning - FMCG/Healthcare  (2-5 yrs),"<p><p></p><p></p><p>Role Purpose:<br><br>The Business Analyst sits within the Delivery Hub in the IS Transformation team, a pool of resources for the delivery of Corporate Continuous Improvement (CI), medium-sized projects and Major Programmes. The pool provides expertise in the IT systems landscape and includes: Functional Experts; Technical Specialists; cross-business skilled Project Managers; Technical Project Managers; Business Analysts and Integration Competency Centre (ICC). There are also Change/Comms specialists and a Portfolio Management Office (PMO) to support delivery.<br><br></p><p>The Business Analyst is involved in all aspects of business and systems analysis work for business projects, programmes and other operational change initiatives. The Business Analyst works across multiple types of projects and programmes, sometimes concurrently if bandwidth allows, building a breadth of expertise in different solutions and business systems.<br><br></p><p>The Business Analyst reports to the Senior Business Analysts responsible for Planning, but will also be expected to work with other transformation teams, business as well as the IMEX Organisation.<br></p><p><br>Scope of Responsibilities:<br><br>Business Requirements<br><br></p><p>- Lead the development of and document to a high standard, business requirements for projects, continuous improvements and potentially programme by:<br><br></p><p>- Working closely with the business to understand their needs and act as a - bridge- between the business and</p><p>IS<br></p><p><br></p><p>- Engaging with the business through interviews and workshops to gather and document detailed and unambiguous business requirements that meet those needs<br><br></p><p>- Analysing business requirements and developing new Anaplan models<br><br></p><p>- Come up with continuous improvement ideas for the ANAPLAN Models that exist <br><br></p><p>- Support key business users during peak planning periods to ensure that the ANAPLAN Models deliver the required need to the business<br><br></p><p>- Ad-hoc support for other Anaplan models delivered through the global systems team<br><br></p><p>- Development and delivery of training for planning tools.<br><br></p><p>- Ensure accuracy and completeness of data from data hub to planning tools.<br><br>Solution Delivery Support<br><br>- Support delivery partners with translating requirements into clear functional specifications<br><br></p><p>- Respond to queries raised by delivery partners during the technical design, build and deploy phases<br><br></p><p>- Support delivery partners during testing phases, in particular UAT<br><br></p><p>- Provide support to delivery partners during the - handover to support- phase to help enable a successful handover to the business. As part of this, support delivery partners by contributing to the development and delivery of user training.<br><br>Other<br><br>- Support the Sr. Business Analyst during the start-up and planning phase as required<br><br></p><p>- Provide work/effort estimates as required<br><br></p><p>- Contribute to project meetings to ensure that potential impacts, risk, issues, gaps and assumptions are captured, analysed and understood<br><br></p><p>- Contribute to post implementation reviews, evaluations and lessons learned.<br><br>Accountabilities<br><br>- Successfully capture and represent demand through high quality requirements<br><br></p><p>- Ensure the delivery of the demand accurately reflects business requirements.<br><br>Skills/Experiences<br><br>Essential<br><br>- Proven experience of delivering business requirements and functional design on IT enabled change projects<br><br></p><p>- Enthusiastic about the use of technology, with a proven ability to provide a communication - bridge- between the business and technologists<br><br></p><p>- A high level of business intelligence and strong analytical skills<br><br></p><p>- Demonstrates a clear understanding of business imperatives and requirements and how to translate these into functional and non-functional specifications when supporting delivery partners<br><br></p><p>- Ability to work in a mixed Waterfall and Agile delivery environment<br><br></p><p>- Experience of supporting complex change and / or multi-disciplinary projects<br><br></p><p>- Experience of working with delivery partners during the project lifecycle<br><br></p><p>- Able to build and maintain strong and effective relationships<br><br></p><p>- Effective time management and organisational skills<br><br></p><p>- Critical thinker and ability to demonstrate logical approach to problem solving<br><br></p><p>- Strong negotiation and influencing skills particularly at senior levels of an organisation<br><br></p><p>- Able to prioritise work and balance competing demands<br><br></p><p>- Able to deal with conflict and mediate <br><br></p><p>- Able to deal with ambiguity and cope with change.<br><br>Desirable<br><br>- Experience of working within FMCG and Healthcare sector.<br><br>Technical / Professional Qualifications:<br><br>Essential<br><br></p><p>- Educated in Business discipline or Computer Science to degree level, or equivalent experience<br><br></p><p>- Degree qualified preferably in Engineering, Manufacturing, Finance, Business or other relevant discipline.<br><br></p><p>- Microsoft Office Suite to Proficient level.<br><br>Desirable<br><br></p><p>- Program and Project Management qualifications e.g. Prince2, PMI PMP.<br><br>Personal Attributes<br><br></p><p>- Achievement focused and able to work in a direct and often pressured environment <br><br></p><p>- Entrepreneurial and tenacious mindset <br><br></p><p>- Approachable in nature and confident in own abilities <br><br></p><p>- Exhibits an attention to detail <br><br></p><p>- Comfortable in challenging the status quo <br><br></p><p>- Exhibits high standards of integrity <br><br></p><p>- Strives for continual improvement<br></p><p></p><p></p></p>","['IT Business Analyst', 'IT Jobs in FMCG', 'IT Jobs in Healthcare', 'IT Project Management', 'IT Program Management', 'Agile']",senior business analyst business analyst anaplan global planning fmcg healthcare yrs

business analyst,Business Analyst - Quality System - IS Transformation Team - FMCG/Healthcare  (2-5 yrs),"<p><p></p><p>Role Purpose:<br><br>The Business Analyst is a part of the Delivery Hub in the IS Transformation team, a team responsible for the delivery of Corporate Continuous Improvement (CI), medium-sized projects and Major Programmes. The team provides expertise in the company IT systems landscape and includes: Functional Experts; Technical Specialists; cross-business skilled Project Managers; Technical Project Managers; Business Analysts and Integration Competency Centre (ICC). There are also Change/Comms specialists and a Portfolio Management Office (PMO) to support delivery.<br><br>The BA will support the SBA who has overall responsibility for application lifecycle management of specific applications within SQRC/R&amp;D function. <br><br>The role reports to the IS Manager - SQRC/R&amp;D and will have a dotted line to the SBA, to support the development of processes and template standards for changes to SQRC/R&amp;D solutions. The role is responsible for governing and enforcing these processes and standards during the lifecycle of IS change projects, infrastructure &amp; network changes, major programme or continuous improvement activity. The resource also supports the Business Relationship Managers (BRMs) in the Functional Relationship Management team during business case stages. The BA will support the SBA and will be assigned specific tasks within the subset described below <br><br>Scope of Responsibilities:<br><br>The scope of application lifecycle management includes:<br><br>- Support the development of a blueprint to achieve standardised solutions within company to simplify the change process going forward. This includes business process maps, data flows and integration points<br><br>- Work with the BRM and business stakeholders to assess solution options, as appropriate lead the RFI process<br><br>- Provide input and develop cost/implementation/technology plans up to TRB (Technical Review Board) approval<br><br>- Maintain ownership of technology roadmap and vendor upgrade path and plan accordingly<br><br>- Maintain oversight of the application and review GTS (Global Technical Services) performance. Work with GTS service deliver to ensure accountability is agreed and KPI performance is acceptable<br><br>- Oversee change requests, provide guidance and approval as required<br><br>- Coordinate application development strategy, own small developments (ensure properly evaluated and implemented) and ensure funding in place to support these developments<br><br>- Maintain relationship with application and L4 support vendor and support escalation of issues as required<br><br>- Ensure GTS have the appropriate support documentation to maintain BAU (Business As Usual) status; especially oversee and input to SOP development as new capabilities (projects) transition to BAU<br><br>- Ensure GxP application remain validated and maintain audit readiness<br><br>- Ensure appropriate system documentation is developed and maintained and available as required<br><br>- Prepare for and participate in audits as required: ensure any audit findings are closed out<br><br>Key Responsibilities<br><br>- Support the SBA in identifying opportunities to streamline, consolidate or simplify the SQRC/R&amp;D systems landscape<br><br>- Undertake tasks to evaluate impact of changes (application and technology) and support the SBA in preparation of business case<br><br>- Evaluating change requests, preparing CR documentation and oversee CR's are actioned following GxP requirements<br><br>- Preparing process maps, data flow diagrams, functional specs and other analysis to enable clarity of functional requirements for review with business/BRM and infrastructure teams as required<br><br>- Assist in Preparing functional and configuration specifications with Vendor, BRM &amp; delivery team<br><br>- Undertake tasks to ensure application is and remains in a validated state; participate in Periodic review, vendor assessment, remediation activity<br><br>- Undertake small projects to ensure new functionality is implemented (working with vendor, business admin team and delivery teams)<br><br>- Ensure documentation is accurate and maintained and oversee documentation review as applications transition to BAU status<br><br>- Under guidance of SBA, provide application SME support to specific project activity<br><br>- Support delivery partners with the testing phase to ensure that change has been implemented to the correct standardised template as advised.<br><br>- Maintain a high level of knowledge of the application and business process to be able to input to application development and broader integration opportunities<br><br>- Participate with SBA and Vendor in SME knowledge transfer with Support teams to achieve transition from Project through tollgates to BAU.<br><br>- Maintain an awareness of vendor solution roadmap and development opportunities<br><br>Accountabilities<br><br>- Ensure consistency, standardisation and optimisation of R&amp;D across company.<br><br>Skills/Experiences<br><br>Essential<br><br>- Proven track record of expertise in a suite of SQRC/R&amp;D solutions e.g. Quality Management, Change Control, CAPA &amp; Consumer Relations<br><br>- Experience of working in a GxP environment<br><br>- Proven track record of documenting application artefacts: SOP- s, Process maps, Data flow diagrams, Functional Specification<br><br>- Experience of Application Change Control process<br><br>- Experience of working with and influencing stakeholders to balance business needs with IS standards and processes<br><br>- Enthusiastic about the use of technology, with a proven ability to provide a communication - bridge- between the business and technologists<br><br>- Extensive experience of working in a mixed Waterfall and Agile delivery environment<br><br>- Experience of supporting complex change and / or multi-disciplinary projects<br><br>- Able to build and maintain strong and effective relationships<br><br>- Effective time management and organisational skills<br><br>- Critical thinker and ability to demonstrate logical approach to problem solving<br><br>- Strong negotiation and influencing skills particularly at senior levels of an organisation<br><br>- Able to prioritise work and balance competing demands<br><br>- Able to deal with ambiguity and cope with change.<br><br>Desirable<br><br>- Experience of working within FMCG and Healthcare sector.<br><br>Technical / Professional Qualifications:<br><br>Essential<br><br>- Educated in Business discipline or Computer Science to degree level, or equivalent experience<br><br>- CSV/GxP experience<br><br>- Agile software development methodologies e.g. Scrum, DSDM, XP, FDD, SAFe<br><br>- Microsoft Office Suite to Proficient level.<br><br>Desirable<br><br>- Program and Project Management qualifications e.g. Prince2, PMI PMP<br><br>- Enterprise Architecture frameworks e.g. TOGAF, Zachman<br><br>- ITIL V3 to Intermediate level.<br><br>Personal Attributes<br><br>- Achievement focused and able to work in a direct and often pressurised environment <br><br>- Entrepreneurial and tenacious mindset <br><br>- Approachable in nature and confident in own abilities <br><br>- Exhibits an attention to detail <br><br>- Comfortable in challenging the status quo <br><br>- Exhibits high standards of integrity <br><br>- Strives for continual improvement.<br></p><p></p></p>","['ITIL', 'IT Jobs in FMCG', 'IT Business Analyst', 'IT Project Management', 'IT Program Management', 'PMP', 'IT Change Management', 'Agile', 'IT Jobs in Healthcare']",business analyst quality system transformation team fmcg healthcare yrs
